-0.5322167356 -0.5150318647 -0.4592090343 -0.4217975406  0.6478937435   1.315794667   2.173492731     2.1978557   2.228045278   2.744180763   2.756106257   3.098440712   3.303163757   3.392557565   3.430724004
 -0.532223624 -0.5150533261 -0.4593057478 -0.4216079024  0.6479690237   1.315688441   2.173493317   2.196951192   2.228887805   2.744125118   2.756230231   3.098439324   3.303190112   3.392564622   3.430719936
-0.5322441762     -0.515118 -0.4595882305 -0.4210465309  0.6481948514    1.31536984   2.173495006   2.194488115   2.231165159   2.743964543   2.756595669   3.098435258   3.303269081   3.392585773   3.430707717
-0.5322780569 -0.5152267348 -0.4600351358 -0.4201344468  0.6485711878   1.314839091   2.173497519   2.190957515    2.23438701   2.743715632     2.7571856    3.09842881   3.303400376   3.392620962   3.430687302
-0.5323247195 -0.5153808706 -0.4606155561 -0.4189020752  0.6490979684   1.314096575   2.173499962   2.186762524   2.238151854   2.743399663   2.757978116   3.098420466   3.303583519   3.392670094   3.430658617
-0.5323834228 -0.5155821331 -0.4612939684 -0.4173843903  0.6497751027   1.313142821   2.173498977   2.182156263   2.242210957   2.743037437   2.758951535   3.098410903   3.303817843   3.392733035   3.430621558
-0.5324532541 -0.5158324887 -0.4620344899 -0.4156167801  0.6506024744   1.311978509    2.17347217   2.177306112   2.246420665   2.742646351   2.760087328   3.098400975   3.304102505   3.392809615   3.430575993
-0.5325331557 -0.5161339703 -0.4628037495 -0.4136323233  0.6515799412   1.310604469   2.171994241   2.173723119   2.250696856   2.742239538   2.761370978   3.098391708   3.304436484   3.392899627   3.430521759
-0.5326219546 -0.5164884804 -0.4635724089 -0.4114604336  0.6527073349   1.309021677   2.166911693   2.173614094   2.254988153   2.741826175   2.762791676   3.098384287   3.304818595   3.393002826   3.430458665
-0.5327183944 -0.5168975867 -0.4643157086 -0.4091264864  0.6539844611   1.307231254    2.16161955   2.173619185   2.259261622   2.741412203   2.764341601   3.098380041   3.305247493    3.39311893   3.430386493
-0.5328211667 -0.5173623222 -0.4650134409 -0.4066520131  0.6554110996   1.305234465   2.156241589   2.173639268   2.263495164   2.741001084   2.766015159   3.098380435   3.305721686   3.393247623   3.430304994
-0.5329289438 -0.5178830068 -0.4656496409  -0.404055155  0.6569870038   1.303032716   2.150802922   2.173667536   2.267673337   2.740594445   2.767808351   3.098387048   3.306239543   3.393388552   3.430213894
-0.5330404102 -0.5184591048 -0.4662121684 -0.4013511911  0.6587119008   1.300627553   2.145319032   2.173702841   2.271784986   2.740192578   2.769718273   3.098401558   3.306799309   3.393541329   3.430112891
 -0.533154294 -0.5190891301 -0.4666922655 -0.3985530433  0.6605854914   1.298020657    2.13980162   2.173745244   2.275821847   2.739794817   2.771742741   3.098425727    3.30739911   3.393705532   3.430001656
-0.5332693996 -0.5197706041 -0.4670841211 -0.3956717192  0.6626074499   1.295213843   2.134260256   2.173795219    2.27977769   2.739399812   2.773880024   3.098461382   3.308036972   3.393880705   3.429879835
-0.5333846413 -0.5205000677 -0.4673844542 -0.3927166831   0.664777424   1.292209055   2.128703135   2.173853441   2.283647781   2.739005741   2.776128643   3.098510395   3.308710827   3.394066361   3.429747049
