0.4715793079 0.7180989463 0.7567227679 0.9584111837  1.712297613  1.764074905  2.179064947  3.265942511  3.362912308  3.519588005  3.662549259  3.906735581  4.008693561  4.053034023   4.15728538  4.269453441  4.651222965  4.714333295
0.4715822077  0.718089141 0.7567279186 0.9584116056   1.71226803  1.764118472  2.179046684  3.265929989  3.362916465  3.519572597  3.662561959  3.906744666   4.00864882    4.0530833  4.157265249  4.269475372  4.651226016  4.714331508
 0.471590907 0.7180597429 0.7567433539 0.9584128708    1.7121796  1.764248853  2.178991902  3.265892434  3.362928926  3.519526415  3.662600012  3.906771888  4.008515279  4.053230415  4.157204994  4.269541089  4.651235162  4.714326154
0.4716054055 0.7180108048 0.7567690232 0.9584149779   1.71203326  1.764465101  2.178900618  3.265829882  3.362949665  3.519449581   3.66266329  3.906817152  4.008294951  4.053473265  4.157105032  4.269650363  4.651250378  4.714317251
0.4716257025 0.7179424147 0.7568048429 0.9584179249  1.711830531  1.764765682  2.178772862  3.265742391  3.362978632    3.5193423  3.662751573  3.906880298  4.007991052  4.053808475  4.156966054  4.269802815  4.651271625  4.714304826
0.4716517973 0.7178546939 0.7568506976 0.9584217086  1.711573454  1.765148531  2.178608673   3.26563004  3.363015763  3.519204856   3.66286456  3.906961099  4.007607828  4.054231579  4.156789027  4.269997921  4.651298848  4.714288923
0.4716836889 0.7177477963 0.7569064407 0.9584263252  1.711264517  1.765611134  2.178408105  3.265492935  3.363060974  3.519037608  3.663001866  3.907059263  4.007150331  4.054737236  4.156575187  4.270235022  4.651331977  4.714269594
0.4717213759 0.7176219066 0.7569718968 0.9584317699  1.710906568  1.766150611  2.178171221  3.265331202  3.363114162  3.518840993  3.663163027  3.907174428  4.006624191  4.055319456  4.156326039  4.270513325  4.651370924  4.714246904
0.4717648568 0.7174772384 0.7570468631 0.9584380372  1.710502722  1.766763807  2.177898097  3.265144988  3.363175207  3.518615518  3.663347502   3.90730616  4.006035394  4.055971818  4.156043351  4.270831921  4.651415587  4.714220931
0.4718141299 0.7173140322 0.7571311116 0.9584451207  1.710056276   1.76744738   2.17758882  3.264934463  3.363243971  3.518361762  3.663554677  3.907453951  4.005390093  4.056687658  4.155729154  4.271189788  4.651465849  4.714191762
0.4718691933 0.7171325527 0.7572243914 0.9584530132  1.709570627  1.768197883   2.17724349  3.264699819  3.363320299  3.518080363  3.663783872  3.907617215   4.00469444  4.057460223  4.155385737  4.271585809  4.651521573    4.7141595
