0.1128118768 0.5852182638 0.6334318309 0.7243208168  1.323034866  1.504472673  2.950194434  3.154786258  3.211661279  3.390845261  3.729507449  4.085316989   4.11512497  4.517758022   4.56951501
0.1128038569 0.5856638708 0.6327111378 0.7238683373  1.322773146  1.503653683  2.950284536  3.155320502  3.210620074  3.391785834   3.72813763  4.084559228  4.118005871  4.518091047  4.569789768
0.1128563607 0.5861421687  0.632015247 0.7234190171  1.322664226  1.502688245  2.950397597  3.155653935  3.209674672   3.39279153    3.7267233  4.083846213  4.120951561   4.51840478  4.570045224
0.1129693027 0.5866523034 0.6313448792 0.7229728547  1.322708169   1.50157679  2.950533753  3.155776802  3.208836026  3.393861572  3.725265088  4.083188514  4.123950307  4.518699044  4.570281225
0.1131425796 0.5871933963 0.6307007249 0.7225298423  1.322904988  1.500319825  2.950693194  3.155681737  3.208112974    3.3949951  3.723763541  4.082593644  4.126993343  4.518973648  4.570497598
0.1133760695 0.5877645441  0.630083443 0.7220899667  1.323254649  1.498917934  2.950876155  3.155364447  3.207511553  3.396191166  3.722219135  4.082067144  4.130073778  4.519228385  4.570694148
0.1136696328   0.58836482 0.6294936596 0.7216532106   1.32375707  1.497371772  2.951082924  3.154824196  3.207034512  3.397448735  3.720632288  4.081613211  4.133185957  4.519463035  4.570870662
0.1140231116 0.5889932731 0.6289319674 0.7212195537  1.324412121  1.495682067  2.951313836   3.15406398  3.206681127  3.398766682  3.719003372  4.081235085  4.136325071  4.519677366  4.571026909
0.1144363303 0.5896489297 0.6283989242 0.7207889745  1.325219624  1.493849623  2.951569274  3.153090368  3.206447366  3.400143796   3.71733273  4.080935284   4.13948691  4.519871129  4.571162635
0.1149090951 0.5903307934  0.627895052 0.7203614508  1.326179352  1.491875309   2.95184967  3.151913013  3.206326361  3.401578777  3.715620683  4.080715757  4.142667706  4.520044066  4.571277571
0.1154411942 0.5910378453  0.627420836 0.7199369618  1.327291034  1.489760068    2.9521555  3.150543955  3.206309098  3.403070239   3.71386755  4.080577986  4.145864024  4.520195904  4.571371428
0.1160323981 0.5917690448 0.6269767234  0.719515489   1.32855435  1.487504907  2.952487288  3.148996831  3.206385201  3.404616713  3.712073657  4.080523051  4.149072691  4.520326358  4.571443899
0.1166824596 0.5925233298 0.6265631223  0.719097018  1.329968936  1.485110903  2.952845602  3.147286114  3.206543683  3.406216648  3.710239346  4.080551681  4.152290743  4.520435131  4.571494659
0.1173911135 0.5932996177 0.6261804005 0.7186815399  1.331534379  1.482579195  2.953231052  3.145426455   3.20677359  3.407868415  3.708364995  4.080664284  4.155515391  4.520521914  4.571523366
 0.118158077  0.594096805 0.6258288841 0.7182690531  1.333250225  1.479910988  2.953644293  3.143432186  3.207064487  3.409570313  3.706451019  4.080860975   4.15874399  4.520586389   4.57152966
0.1189830497 0.5949137689 0.6255088565 0.7178595647  1.335115972  1.477107545  2.954086021  3.141316977  3.207406786  3.411320571  3.704497887  4.081141594   4.16197402  4.520628226  4.571513168
0.1198657137 0.5957493669 0.6252205568 0.7174530931  1.337131076  1.474170194   2.95455697  3.139093632  3.207791941  3.413117356  3.702506123   4.08150572  4.165203072  4.520647084  4.571473497
0.1208057336 0.5966024381 0.6249641781 0.7170496692   1.33929495  1.471100317  2.955057915  3.136773994  3.208212522  3.414958774  3.700476322   4.08195269  4.168428833  4.520642616   4.57141024
0.1218027565 0.5974718033 0.6247398663  0.716649339  1.341606966  1.467899354  2.955589668  3.134368932  3.208662222  3.416842884  3.698409149  4.082481607  4.171649077  4.520614464  4.571322977
0.1228564124 0.5983562664 0.6245477179 0.7162521659  1.344066451  1.464568801  2.956153074  3.131888371  3.209135802  3.418767694  3.696305347  4.083091352  4.174861659  4.520562261   4.57121127
0.1239663139 0.5992546142  0.624387778 0.7158582332  1.346672696  1.461110206  2.956749015  3.129341366  3.209629013  3.420731176  3.694165741  4.083780597  4.178064504  4.520485636  4.571074671
0.1251320565 0.6001656182 0.6242600384 0.7154676467  1.349424946   1.45752517  2.957378405  3.126736177  3.210138498  3.422731267  3.691991243  4.084547815  4.181255608  4.520384208  4.570912715
0.1263532189  0.601088035 0.6241644347 0.7150805379  1.352322413  1.453815342  2.958042187  3.124080356  3.210661693  3.424765879  3.689782849  4.085391291  4.184433024  4.520257591  4.570724928
0.1276293625 0.6020206078 0.6241008441 0.7146970668  1.355364263  1.449982423  2.958741336  3.121380829   3.21119673  3.426832901  3.687541644  4.086309133  4.187594868  4.520105397  4.570510822
0.1289600322 0.6029620673 0.6240690814 0.7143174257  1.358549625  1.446028161  2.959476851  3.118643978  3.211742346  3.428930209    3.6852688  4.087299284  4.190739307  4.519927228  4.570269897
0.1303447562 0.6039111333 0.6240688966 0.7139418427  1.361877589  1.441954354  2.960249758  3.115875704  3.212297796  3.431055667  3.682965578  4.088359534  4.193864561  4.519722688  4.570001643
0.1317830459 0.6048665165 0.6240999701 0.7135705858  1.365347198   1.43776285  2.961061106  3.113081496  3.212862782   3.43320714  3.680633324   4.08948753  4.196968898  4.519491374   4.56970554
0.1332743964 0.6058269204 0.6241619089 0.7132039668  1.368957445  1.433455552  2.961911965  3.110266478  3.213437384  3.435382488  3.678273468  4.090680787   4.20005063  4.519232885  4.569381058
0.1348182865 0.6067910434 0.6242542412 0.7128423467  1.372707262  1.429034434  2.962803424  3.107435461  3.214022003  3.437579582  3.675887522  4.091936705  4.203108115  4.518946816   4.56902766
0.1364141787 0.6077575814 0.6243764116 0.7124861398  1.376595487  1.424501564  2.963736589  3.104592979  3.214617311  3.439796299  3.673477077  4.093252572   4.20613975  4.518632763  4.568644797
0.1380615196 0.6087252304 0.6245277748 0.7121358195  1.380620796  1.419859178  2.964712581  3.101743321  3.215224206  3.442030532    3.6710438  4.094625584  4.209143972  4.518290324  4.568231915
0.1397597399 0.6096926899 0.6247075894 0.7117919233   1.38478149  1.415109889  2.965732535  3.098890564  3.215843771  3.444280188   3.66858943  4.096052849  4.212119255  4.517919098  4.567788454
0.1415082543 0.6106586656 0.6249150111 0.7114550594  1.389074724  1.410257458  2.966797594  3.096038593  3.216477248  3.446543196  3.666115778  4.097531402  4.215064111  4.517518685  4.567313847
0.1433064623 0.6116218728 0.6251490858  0.711125912  1.393491938  1.405311359  2.967908911  3.093191118  3.217126004  3.448817505  3.663624718  4.099058215  4.217977082  4.517088693   4.56680752
0.1451537476 0.6125810395 0.6254087428 0.7108052484  1.397903002  1.400402641  2.969067644  3.090351696  3.217791506  3.451101089  3.661118188  4.100630206  4.220856745   4.51662873  4.566268896
 0.147049479 0.6135349086  0.625692788 0.7104939251   1.39498599  1.402854147  2.970274955   3.08752374  3.218475304  3.453391945  3.658598188   4.10224425  4.223701709  4.516138414  4.565697393
  0.14899301 0.6144822393 0.6259998991 0.7101928946  1.389755446  1.407652245  2.971532006  3.084710531   3.21917901  3.455688096  3.656066773  4.103897187  4.226510612  4.515617367  4.565092427
0.1509836792 0.6154218068 0.6263286214  0.709903212  1.384406068  1.412603152  2.972839959  3.081915229  3.219904282  3.457987591  3.653526052  4.105585832  4.229282122   4.51506522  4.564453409
0.1530208107 0.6163523991 0.6266773673 0.7096260421  1.378958283  1.417687349  2.974199971  3.079140877  3.220652813  3.460288507  3.650978189  4.107306982  4.232014934  4.514481611  4.563779751
 0.155103714 0.6172728105 0.6270444194 0.7093626651  1.373417294  1.422900541  2.975613192  3.076390408  3.221426314  3.462588942  3.648425398  4.109057426   4.23470777  4.513866192  4.563070861
0.1572316842  0.618181829 0.6274279397 0.7091144829  1.367786224  1.428240506  2.977080763  3.073666652   3.22222651   3.46488702  3.645869941  4.110833951   4.23735938   4.51321862  4.562326146
0.1594040024 0.6190782178 0.6278259861 0.7088830245  1.362067654  1.433705561  2.978603814  3.070972336  3.223055129  3.467180886  3.643314133  4.112633348  4.239968537   4.51253857  4.561545017
 0.161619936 0.6199606864 0.6282365397 0.7086699502  1.356263981  1.439294198   2.98018346   3.06831009  3.223913891  3.469468707  3.640760334  4.114452418   4.24253404  4.511825725  4.560726882
0.1638787385 0.6208278505 0.6286575446 0.7084770549  1.350377527  1.445004983  2.981820797  3.065682449  3.224804507  3.471748662  3.638210958   4.11628798  4.245054713  4.511079785  4.559871151
0.1661796501 0.6216781768 0.6290869648 0.7083062699  1.344410579  1.450836504  2.983516901  3.063091853  3.225728669  3.474018946   3.63566847  4.118136877  4.247529403  4.510300463  4.558977237
