0.4684995701 0.4718951383 0.5427749678 0.5498937564 0.5608011006 0.5846662268 0.5923962746 0.6208035946 0.6541414975 0.6921332612 0.7122726948 0.7305329508 0.8712455021 0.8921880203   1.06182609  1.074788369   1.67266473  1.709038895  1.924572963  1.937889485  1.992984266  2.039837906  3.079746097  3.088441734  3.143030897   3.15084699  3.178690256  3.180376931  3.256552743  3.287718938  3.368589817  3.410429532   3.49091373  3.536858115  3.569286741   3.58138493  3.683853759  3.685453544  3.744485072  3.792415452  3.893823875  3.913283615  3.983813502  4.045114315  4.121133855  4.162551013  4.163592241  4.207356897  4.290192623  4.292683438  4.316605985  4.375407623  4.399960384  4.429621002  4.479634529  4.510005915  4.628176003  4.635203647  4.694963675  4.717953329
0.4686906019 0.4715915795 0.5431130398 0.5498037264 0.5607766273 0.5844965642 0.5927058959  0.620576824  0.653976496 0.6921908202 0.7121899674  0.730574975 0.8712629406  0.892273686  1.061068077  1.075611671  1.672387251  1.709241139  1.923327669  1.939174574  1.994043362  2.038850063  3.079333014  3.088814764  3.142463601  3.151382536  3.177949412  3.181121139   3.25595826  3.288218431  3.367696325  3.411298041  3.490953147  3.536442543  3.569260792  3.581693033  3.684150422  3.685337073  3.744143236  3.792742268  3.893406008  3.913887384  3.983979635  4.044910493  4.120447846  4.163429373  4.163730309  4.206827974  4.291497709  4.291713909  4.315937709  4.376334282  4.400833207  4.428434741  4.479103939  4.510513991  4.628351455  4.634817807  4.694637012  4.718319632
   0.4688806 0.4712878661 0.5434398128 0.5497136858 0.5607673436 0.5843271171 0.5930162336  0.620351357 0.6538120711 0.6922432605 0.7121088909 0.7306153729 0.8712810882 0.8923602018  1.060310061  1.076433777  1.672112013  1.709445068  1.922083986   1.94046082  1.995100868   2.03785972   3.07891716  3.089186977  3.141899308  3.151922328  3.177212683   3.18186499  3.255369825  3.288722618  3.366800592  3.412162247  3.490986088  3.536033667  3.569181888  3.582050169  3.684446579  3.685213678  3.743809731  3.793069218  3.892988048  3.914489207   3.98415319  4.044710866  4.119747145  4.163882902  4.164305409  4.206298142  4.290291589  4.293232247  4.315284424   4.37723332  4.401727889  4.427247119  4.478571713  4.511020041  4.628526129  4.634431954  4.694312457  4.718685247
0.4690695443 0.4709840391 0.5437542978 0.5496236451 0.5607742206 0.5841579156 0.5933272641 0.6201272073 0.6536481932 0.6922904733 0.7120296079 0.7306541366 0.8712998969 0.8924475775  1.059552067  1.077254662  1.671839035  1.709650662   1.92084197  1.941748166   1.99615674  2.036866918  3.078498463  3.089558437  3.141338045  3.152466285  3.176480125  3.182608492  3.254787466  3.289231481  3.365902706  3.413022073  3.491012188  3.535631894  3.569055791  3.582450491   3.68474233  3.685083171  3.743484734  3.793396282  3.892570051  3.915088852  3.984334202  4.044515428  4.119033221  4.164048715  4.165178561  4.205767918  4.289066214  4.294747543   4.31464508  4.378104595  4.402644481  4.426058214  4.478037838  4.511524088  4.628699934  4.634046137  4.693990084  4.719050151
0.4692574148 0.4706801379 0.5440555118 0.5495336147 0.5607982231 0.5839889907 0.5936389653 0.6199043874 0.6534848335 0.6923323518 0.7119522595 0.7306912584 0.8713193185 0.8925358227  1.058794121  1.078074303  1.671568338  1.709857899   1.91960168  1.943036552  1.997210934  2.035871699  3.078076851  3.089929206  3.140779835  3.153014324  3.175751798  3.183351657  3.254211205  3.289744997  3.365002758  3.413877441  3.491031077  3.535237638  3.568888365  3.582888045  3.684945368   3.68503778  3.743168416  3.793723442  3.892152071  3.915686083  3.984522705  4.044324171   4.11830748  4.164226507  4.166048209  4.205237883  4.287822692    4.2962597  4.314018649   4.37894812  4.403582879  4.424868105    4.4775023  4.512026158   4.62887278  4.633660401  4.693669967  4.719414322
0.4694441913 0.4703762008 0.5443424957 0.5494436045 0.5608402913 0.5838203737 0.5939513165 0.6196829086 0.6533219636 0.6923687918 0.7118769851 0.7307267314 0.8713393045 0.8926249463  1.058036249  1.078892674  1.671299941  1.710066758  1.918363167  1.944325918   1.99826341  2.034874108  3.077652253  3.090299348  3.140224702   3.15356636   3.17502776    3.1840945  3.253641067  3.290263145  3.364100839  3.414728278  3.491042378  3.534851314   3.56868522  3.583357131  3.684800094  3.685333033  3.742860944  3.794050677  3.891734161  3.916280656  3.984718728  4.044137089  4.117571268  4.164415103  4.166913657  4.204708691  4.286562099   4.29776863   4.31340414  4.379764062  4.404542825   4.42367687  4.476965088  4.512526276  4.629044573  4.633274794  4.693352181  4.719777737
0.4696298541 0.4700722649  0.544614334 0.5493536246 0.5609013212 0.5836520966  0.594264298 0.6194627812 0.6531595557 0.6923996919 0.7118039211  0.730760549 0.8713598063 0.8927149565  1.057278477  1.079709752  1.671033865  1.710277218  1.917126485  1.945616201  1.999314127  2.033874189    3.0772246  3.090668925  3.139672664  3.154122307  3.174308074  3.184837039   3.25307707    3.2907859  3.363197043   3.41557451  3.491045712  3.534473341  3.568451493  3.583852518  3.684647179  3.685628197  3.742562476  3.794377971  3.891316374  3.916872326  3.984922302  4.043954168  4.116825869  4.164613397  4.167774121  4.204181083  4.285285467  4.299274243  4.312800607  4.380552732  4.405523915  4.422484589   4.47642619  4.513024469  4.629215217  4.632889359  4.693036804  4.720140377
0.4697683659  0.469814383 0.5448701771 0.5492636845 0.5609821427 0.5834841921 0.5945778914 0.6192440143 0.6529975826 0.6924249544 0.7117332012 0.7307927054 0.8713807751 0.8928058613  1.056520832  1.080525514   1.67077013  1.710489257  1.915891684  1.946907337  2.000363049   2.03287199  3.076793824  3.091037999  3.139123738  3.154682075  3.173592803  3.185579295  3.252519232  3.291313235  3.362291463  3.416416069  3.491040696  3.534104142  3.568191746  3.584369548  3.684486462  3.685923381  3.742273165  3.794705307  3.890898761  3.917460839  3.985133451  4.043775398  4.116072509  4.164820343  4.168628713  4.203655905  4.283993785  4.300776453  4.312207152  4.381314581   4.40652561  4.421291341  4.475885597  4.513520765  4.629384618  4.632504143  4.692723914  4.720502219
0.4694645385 0.4699977583 0.5451092636 0.5491737935  0.561083497 0.5833166934 0.5948920796  0.619026616 0.6528360176 0.6924444858 0.7116649551 0.7308231949 0.8714021617 0.8928976679  1.055763339  1.081339934  1.670508756  1.710702853  1.914658813   1.94819926  2.001410139  2.031867559  3.076359859  3.091406628  3.138577937  3.155245576  3.172882013  3.186321294  3.251967569  3.291845121  3.361384198  3.417252883  3.491026947  3.533744136  3.567909942  3.584904155  3.684317791  3.686218697  3.741993156   3.79503267  3.890481372  3.918045937  3.985352202  4.043600765  4.115312352  4.165034961  4.169476419  4.203134127  4.282687988  4.302275176  4.311622925  4.382050177  4.407547252  4.420097206  4.475343297  4.514015191  4.629552676   4.63211919  4.692413593  4.720863245
0.4691608164   0.47017996 0.5453309419 0.5490839609 0.5612060148 0.5831496342 0.5952068464 0.6188105935 0.6526748347 0.6924581973 0.7115993083 0.7308520127 0.8714239171  0.892990383  1.055006024   1.08215299  1.670249762  1.710917985  1.913427921  1.949491901   2.00245536  2.030860949  3.075922639  3.091774874  3.138035274  3.155812716  3.172175772  3.187063064  3.251422094  3.292381527  3.360475343  3.418084888  3.491004082  3.533393742  3.567609483  3.585452838  3.684141024  3.686514258  3.741722587  3.795360044  3.890064256  3.918627355  3.985578576  4.043430252   4.11454651  4.165256329  4.170316079  4.202616866  4.281368965   4.30377033  4.311047133  4.382760194  4.408588078  4.418902263  4.474799283  4.514507776  4.629719294  4.631734544  4.692105923  4.721223435
