0.9914892303  1.166428218   1.16961024  1.301421162  1.344923252  1.407845539  1.455064171  1.467636912  2.490517512  2.534085386  2.939562075   2.96321151   3.10892533  3.122393108  3.239830126  3.265130097  3.391930432  3.394963752   3.46942441  3.480880806  3.496359255  3.668528385   3.70821007  3.769623744  3.804898441  3.967831667  4.029377024  4.040687128  4.316393015  4.318349254
0.9919906318  1.166739879  1.169302273  1.301526487  1.346205811  1.406915309  1.456108126  1.465568449  2.489287706  2.534991593  2.938376795  2.965310362  3.105088938  3.124761876  3.244774227  3.260913379  3.389179467   3.39794116  3.466437868  3.484770791  3.494243745  3.669728457  3.710188534  3.767727136  3.803818804  3.969473823  4.030302861  4.039331679  4.316408026  4.318117058
0.9924938832  1.167048971  1.168992177  1.301626548  1.347485621  1.405975484  1.457154092  1.463503323  2.488049006  2.535880083   2.93713621  2.967348777  3.101228459  3.127113424  3.249720993  3.256654732   3.38640115   3.40091241  3.463504727  3.488671145   3.49221077  3.670973148  3.712180076  3.765844617  3.802745863  3.971119617  4.031247259  4.037989418  4.316427964  4.317891302
0.9929989958  1.167355611  1.168679944  1.301721096  1.348762381  1.405026093  1.458202313   1.46144167  2.486801626   2.53675055  2.935841274  2.969325523  3.097345336  3.129448107  3.252355058  3.254670202  3.383592193   3.40387718  3.460623167  3.490264412  3.492581376  3.672261768  3.714184013  3.763977582  3.801679259  3.972768984  4.032210045  4.036660659  4.316452833     4.317672
0.9935059805  1.167659914  1.168365566  1.301809878  1.350035791  1.404067167  1.459253039   1.45938363  2.485545778  2.537602685   2.93449298  2.971239407  3.093440972  3.131766272   3.24801534  3.259621631  3.380749742   3.40683513  3.457790952   3.48840861  3.496500979  3.673593517  3.716199686  3.762127521  3.800618648  3.974421863  4.033191042  4.035345727  4.316482637  4.317459166
 0.994014848  1.167961996  1.168049033  1.301892631   1.35130555  1.403098743  1.457329348  1.460306519  2.484281673  2.538436181  2.933092356  2.973089282  3.089516731  3.134068251   3.24363663  3.264575061   3.37787142  3.409785897  3.455005496  3.486647089  3.500429437  3.674967469  3.718226459  3.760296043    3.7995637  3.976078193  4.034044955  4.034190065  4.316517378  4.317252812
0.9945256083  1.167730335   1.16826197  1.301969084  1.352571354  1.402120861   1.45527898  1.461363012  2.483009521  2.539250728  2.931640467  2.974874051  3.085573941  3.136354363  3.239220033  3.269530273  3.374955349  3.412729092  3.452263932  3.484983277  3.504366215  3.676382558  3.720263713  3.758484891  3.798514099  3.977737915  4.032758688  4.035206928  4.316557059  4.317052951
0.9950382714   1.16740946  1.168559949  1.302038956  1.353832898  1.401133566  1.453232687  1.462422776  2.481729529  2.540046014  2.930138406  2.976592671  3.081613888  3.138624903  3.234766699  3.274487049  3.372000157    3.4156643  3.449563193  3.483420225  3.508310766   3.67783756  3.722310853  3.756695964  3.797469546  3.979400965  4.031487285  4.036241435  4.316601684  4.316859595
0.9955528468  1.167086395  1.168856043  1.302101957  1.355089877  1.400136908  1.451190638  1.463486075  2.480441903  2.540821726  2.928587297  2.978244156  3.077637823  3.140880143  3.230277812  3.279445174   3.36900497  3.418591077  3.446900106  3.481960542  3.512262525  3.679331061  3.724367299  3.754931351  3.796429753  3.981067272  4.030231122  4.037293389  4.316651254  4.316672755
0.9960693438  1.166761126  1.169150364  1.302157786  1.356341985  1.399130941   1.44915301  1.464553175  2.479146849  2.541577553   2.92698829  2.979827584  3.073646961  3.143120326  3.225754579  3.284404433  3.365969398  3.421508945  3.444271476  3.480606334  3.516220912  3.680861433  3.726432488  3.753193362  3.795394449  3.982736755  4.028990597  4.038362584  4.316492441  4.316705771
