-0.4327112572 -0.4327112572 -0.3615475168 -0.3615475168  0.4409810602  0.4409810602   1.647036925   1.647036925   2.352461104   2.352461104   2.685858778   2.685858778   3.038421054   3.038421054    3.15013674    3.15013674   3.241363113   3.241363113
-0.4332849562  -0.432143868 -0.3622345121 -0.3608596837  0.4380762974  0.4439060064   1.641537748   1.652530537   2.350046734   2.354874296   2.684119019   2.687614118   3.037182525   3.039644693   3.149328637   3.150923442   3.240122164   3.242616805
 -0.433864605 -0.4315831712 -0.3629201617 -0.3601714972  0.4351918101  0.4468510406   1.636033288   1.658018306   2.347631687   2.357285802   2.682394976   2.689384901   3.035929318   3.040853224   3.148498894   3.151688995   3.238894562   3.243882632
-0.4344498646 -0.4310295737 -0.3636039331 -0.3594834201  0.4323276874  0.4498160644   1.630523823   1.663499954   2.345216464   2.359695113   2.680686779   2.691170986   3.034661644   3.042046429   3.147647293    3.15243367   3.237680904   3.245159981
-0.4350404156 -0.4304835079 -0.3642852673 -0.3587958946   0.429484015  0.4528009759   1.625009637   1.668975204   2.342801561   2.362101715   2.678994557   2.692972228   3.033379713   3.043224087   3.146773632   3.153157746   3.236481779   3.246448237
 -0.435635957 -0.4299454342 -0.3649635768 -0.3581093439  0.4266608757  0.4558056699    1.61949101    1.67444378   2.340387468   2.364505094   2.677318433   2.694788478   3.032083731   3.044385974   3.145877731   3.153861519   3.235297765   3.247746784
-0.4362362045 -0.4294158421 -0.3656382446 -0.3574241733  0.4238583491  0.4588300382   1.613968228   1.679905406   2.337974675   2.366904729   2.675658529   2.696619583   3.030773903   3.045531863   3.144959431   3.154545294   3.234129429   3.249055007
-0.4368408897 -0.4288952525 -0.3663086216 -0.3567407716  0.4210765117  0.4618739689   1.608441575   1.685359807   2.335563665     2.3693001   2.674014963   2.698465387   3.029450432   3.046661525   3.144018597   3.155209385   3.232977327   3.250372292
-0.4374497589 -0.4283842193 -0.3669740254 -0.3560595117  0.4183154372  0.4649373469   1.602911336    1.69080671   2.333154918   2.371690683    2.67238785   2.700325729   3.028113518   3.047774726   3.143055119   3.155854114   3.231841999    3.25169803
 -0.438062572 -0.4278833314 -0.3676337382 -0.3553807521  0.4155751959  0.4680200537   1.597377798   1.696245841    2.33074891   2.374075949   2.670777301   2.702200444   3.026763362   3.048871232    3.14206891   3.156479812   3.230723971   3.253031613
-0.4386791015 -0.4273932146 -0.3682870048 -0.3547048374  0.4128558554  0.4711219673    1.59184125   1.701676928   2.328346113   2.376455372   2.669183425   2.704089364   3.025400161   3.049950805   3.141059911   3.157086816    3.22962375    3.25437244
