    0.1908943715     0.2158340239     0.3147675408     0.4123233788     0.5464635016     0.6835667711     0.6950236827     0.7960742392     0.8967533617     0.8998240167      1.580672173      1.694811407      2.286512805      2.302701463      2.434939616      2.459393752      2.704903519      2.793351448      2.798270865      2.879197355      2.948600467      2.998114347      2.999315588      3.093409967      3.101798235      3.160422182      3.393501372      3.416693312      3.461924936      3.501940302
    0.1903704143     0.2160628721      0.315948569        0.4107884     0.5476515323     0.6829785638     0.6951048241     0.7958178478     0.8963151554     0.9005139445      1.575253405      1.700409494      2.286085922      2.302802873      2.437341803      2.456795755      2.707734128      2.789203938      2.802014106      2.876866403      2.949813956      2.996148557       2.99944876      3.093844301      3.103274036      3.159221234      3.393273134      3.417001539      3.463237098      3.500677435
    0.1898279221     0.2162716478     0.3171277304     0.4092518766      0.548840162     0.6823787805     0.6952105093     0.7955861447     0.8958695293      0.901197416      1.569831798      1.706003729       2.28562484      2.302875922       2.43969483      2.454162434      2.710585858      2.785048638      2.805734377      2.874557304      2.951026251      2.992988927      3.000826972      3.094265526      3.104784744      3.158061747      3.393057765      3.417316152      3.464562228      3.499428238
    0.1892671413     0.2164602693     0.3183049567     0.4077138875     0.5500283552     0.6817682818     0.6953414172     0.7953787443     0.8954164908     0.9018741566      1.564407629      1.711593749      2.285129986      2.302920566      2.441998236        2.4514943      2.713458376       2.78088628      2.809429484      2.872269769      2.952238504      2.989837155      3.002250481      3.094671796      3.106329784      3.156944682       3.39285556      3.417636788      3.465900018      3.498193157
    0.1886883196     0.2166286605     0.3194801789     0.4061745111     0.5512150662     0.6811479377     0.6954982343     0.7951952245     0.8949560503     0.9025439151      1.558981171      1.717179183      2.284601796      2.302936774      2.444251609      2.448791879      2.716351287      2.776717568      2.813097109      2.870003485      2.953452172      2.986693691      3.003720644      3.095061276      3.107908533      3.155871019      3.392666808      3.417963074      3.467250171      3.496972651
    0.1880917057     0.2167767502     0.3206533278      0.404633826     0.5523992415     0.6805186246     0.6956816531     0.7950351313     0.8944882211     0.9032064617      1.553552697      1.722759657      2.284040722      2.302924523       2.44605571      2.446454587       2.71926414      2.772543185       2.81673481      2.867758113      2.954669039      2.983558985      3.005238659      3.095432142       3.10952033      3.154841746      3.392491797      3.418294622      3.468612396      3.495767198
    0.1874775493     0.2169044726     0.3218243334     0.4030919102     0.5535798212     0.6798812217     0.6958923703     0.7948979839     0.8940130203      0.903861587      1.548122477      1.728334788      2.283447222      2.302883803      2.443286348      2.448606856      2.722196415      2.768363791      2.820340016      2.865533287      2.955891225      2.980433487      3.006805554      3.095782592      3.111164473       3.15385785      3.392330809       3.41863103      3.469986413      3.494577294
    0.1868461001     0.2170117675     0.3229931253     0.4015488415     0.5547557418     0.6792366083     0.6961310847     0.7947832784     0.8935304679     0.9045090997      1.542690781      1.733904188       2.28282177      2.302814613      2.440484357      2.450708157      2.725147528      2.764180024       2.82391003      2.863328619      2.957121199      2.977317647       3.00842218      3.096110852      3.112840225      3.152920308      3.392184126      3.418971878      3.471371948      3.493403457
    0.1861976085     0.2170985803     0.3241596325     0.4000046976      0.555925938     0.6785856609     0.6963984952     0.7946904926     0.8930405878     0.9051488254      1.537257876      1.739467463      2.282164847      2.302716964      2.437650314      2.452758277      2.728116824      2.759992502      2.827442026      2.861143693      2.958361772      2.974211922       3.01008921      3.096415191      3.114546818      3.152030069      3.392052025       3.41931673      3.472768735      3.492246222
    0.1855323246     0.2171648621     0.3253237835     0.3984595559     0.5570893458     0.6779292508     0.6966952978     0.7946190891     0.8925434075     0.9057806059      1.531824029       1.74502421      2.281476946      2.302590878      2.434784808      2.454757059      2.731103575      2.755801822      2.830933061      2.858978073      2.959616101      2.971116771      3.011807132      3.096693934      3.116283459      3.151188039      3.391934785       3.41966513      3.474176516      3.491106147
