 -0.5705722289  -0.5701395026  -0.5530014208  -0.5513007484  -0.5259086545  -0.5223970606  -0.5069684185  -0.5066373844  -0.4929016263  -0.4922854437  -0.4917917172  -0.4872643013  -0.4721531368  -0.4703307692  -0.4565709405  -0.4501983823  -0.4497940636  -0.4458768236  -0.4288196599  -0.4271286854  -0.4236413898  -0.4174451647  -0.4170509001  -0.4154075718  -0.4128012709  -0.3980722973  -0.3915637188  -0.3913285333   -0.382195144  -0.3781920333  -0.3448601537  -0.3385246112  -0.2965287967  -0.2894983599  -0.2658821751  -0.2318931367  -0.1799753294  -0.1431039743   0.4228877506   0.4662874279    1.585086404    1.640202918    1.797298381    1.815992585    1.870630603    1.894708079    1.976314707     2.00603885    2.100961675    2.135573507    2.232872654    2.270897573    2.361134321    2.399742104    2.473830986    2.504897121    2.512442803    2.512639367    2.530144962    2.531719961    2.538866614    2.544690981    2.550141226    2.554595978    2.564169015    2.567830071     2.57907313    2.587952954    2.594622885      2.5954468    2.607239562    2.608869831      2.6208419    2.635728622    2.649467514    2.685889954    2.688422116    2.715312808    2.745072366    2.794699915    2.953644969    3.068413372    3.072575188    3.081278301    3.096323031    3.125380509    3.135408286    3.139281345    3.162354995    3.169391931    3.178957597    3.180275721    3.183660731    3.196831359    3.201275685    3.205592742    3.223202665     3.22545789    3.231486979    3.257337617    3.257650602    3.260808643    3.270872382    3.271984263    3.276767007     3.30616164    3.307887004    3.310507847    3.311160917    3.311399332    3.314883592    3.332348506    3.336947387    3.337131009    3.337493426    3.337868776    3.368837324     3.41553163    3.451107015    3.473287334
 -0.5706804911  -0.5702504032  -0.5530958648  -0.5513968539  -0.5259806657  -0.5224391519  -0.5070522297  -0.5067267369  -0.4930415866  -0.4923005946  -0.4919662633  -0.4872054288  -0.4724546586  -0.4706251338   -0.456382633  -0.4503857037  -0.4500385374    -0.44645236  -0.4297243039   -0.428044012  -0.4232973003  -0.4187010992  -0.4170517765  -0.4164661996  -0.4145635754  -0.3971126599  -0.3911411017  -0.3904459466   -0.380808038  -0.3780976625  -0.3438694452  -0.3399404276  -0.2984136028  -0.2880617377  -0.2680399279  -0.2300330762  -0.1777299068  -0.1405725124   0.4199354392   0.4693973344    1.590558639    1.634555961    1.800572463    1.812491492    1.873750345    1.891407112    1.979240071    2.002987224    2.103727181    2.132723847    2.235574805    2.268126406    2.363922313    2.396861121    2.476882231     2.50179089    2.510192813    2.510430787    2.532572677    2.534136988     2.53649057    2.542211864    2.552706229    2.557005734    2.565034026     2.56752019    2.576668545    2.590496931    2.591819842    2.597167806    2.605716163    2.611000777    2.623628934    2.634179527    2.650853359    2.686609361    2.687482878     2.71554064    2.744749712    2.794833245    2.955078535    3.067323325    3.074776995     3.08343633    3.097548182    3.126722781    3.136124139    3.140725629     3.16093839    3.167137941    3.179199931    3.179974966    3.182186986    3.197941007    3.202658789    3.203854407    3.221820517    3.223985332    3.232323865    3.255980541    3.258881431    3.262164526     3.26944255    3.270473309     3.27750076    3.307416187    3.309131998    3.309213258    3.309675814    3.312154863    3.313659119    3.332968699     3.33545274    3.335624733    3.338854457    3.339245839    3.367891288    3.414690769     3.45032303    3.472531177
 -0.5707878028  -0.5703608608  -0.5531896404  -0.5514945327  -0.5260531606  -0.5224854241  -0.5071386112  -0.5068193866  -0.4931858019  -0.4923233079  -0.4921454547   -0.487148299  -0.4727725886  -0.4709173425  -0.4562086038  -0.4509762537  -0.4498880099   -0.447060769   -0.430733112  -0.4288875574  -0.4229519095  -0.4199055257  -0.4186911034  -0.4163074808  -0.4158989013  -0.3961735505  -0.3906924162  -0.3896615512  -0.3795748756  -0.3776659797  -0.3428759491  -0.3413424486  -0.3003012577  -0.2866286342  -0.2702044593  -0.2281799035  -0.1754933277  -0.1380507957   0.4170056729   0.4725295453     1.59602415    1.628901428    1.803856777    1.809000702    1.876878097    1.888114181    1.982169913    1.999939785    2.106492713    2.129873349    2.238272136    2.265348851     2.36670125    2.393969281    2.479923057    2.498670925    2.507940189    2.508221613     2.53410682    2.534996506    2.536550209    2.539720855    2.555258745    2.559405309    2.562231159    2.570887103    2.574242325    2.588199546    2.593045127    2.599652898    2.602601277    2.614757982    2.626497463    2.632658246    2.652279905    2.686568154    2.687358443    2.715786119     2.74444092    2.794979845     2.95649494    3.066212881     3.07692826    3.085593051    3.098736679    3.128049712    3.136888827    3.142174098    3.159317644    3.164837101    3.178272916    3.180697686    3.180999186    3.199059986    3.202107645    3.204040414    3.220462459    3.222517466    3.233168308    3.254625733    3.260112017    3.263515603    3.268012912    3.268963212    3.278240908    3.307735133    3.308185327    3.308648299    3.310516271    3.312456605    3.312950338    3.333589896    3.333950175    3.334111694    3.340210597     3.34061723    3.366950295    3.413852359    3.449539648     3.47177451
 -0.5708941133  -0.5704708195  -0.5532826674  -0.5515937766   -0.526125844   -0.522536163  -0.5072276408  -0.5069153595  -0.4933347606  -0.4923527651  -0.4923288619  -0.4870936446  -0.4731063785     -0.4712084   -0.456050875  -0.4515641423  -0.4497440302  -0.4477018625   -0.431819743  -0.4297015516  -0.4226032098  -0.4210707053   -0.420307616  -0.4180199424  -0.4153552529  -0.3952668514  -0.3902211025  -0.3889719732  -0.3786207315  -0.3767626242  -0.3427276942  -0.3418803318  -0.3021910456  -0.2851994401  -0.2723753289  -0.2263339833  -0.1732659927  -0.1355392681   0.4140985053    0.475683991    1.601482656     1.62323963     1.80552094    1.807150681    1.880013258    1.884829964    1.985103666    1.996897171    2.109257717    2.127022642    2.240964073    2.262565579    2.369470494    2.391067358    2.482952751    2.495538293    2.505684893    2.506011836    2.531714566    2.537218727    2.537416778    2.538959287      2.5578005    2.559423692    2.561795608    2.571789136    2.574266486    2.584587504    2.595595131    2.599531369    2.602082924    2.618508582    2.629441687     2.63116406    2.653749075    2.685676777    2.688139105    2.716049577    2.744145768    2.795139676       2.957894     3.06508229    3.079019342    3.087747306    3.099895991    3.129353007    3.137711451    3.143626415    3.157511537    3.162501355     3.17747571    3.179182092    3.182029391    3.200188849    3.200354532    3.205420243    3.219129261    3.221052408    3.234019864    3.253273871    3.261342473    3.264861583    3.266583297    3.267454119    3.278987216    3.306318664    3.306689274    3.309850281    3.311275298    3.311786818    3.313802273    3.332439617    3.332592086    3.334212158    3.341561554    3.341982801    3.366014639    3.413016655    3.448757104    3.471017556
 -0.5709993753  -0.5705802206  -0.5533748766  -0.5516945652  -0.5261984413   -0.522591636  -0.5073194073  -0.5070146704  -0.4934890167  -0.4925159945  -0.4923880813  -0.4870423094  -0.4734549805   -0.471499867  -0.4559112576  -0.4521480341  -0.4496038872  -0.4483747725  -0.4329546859    -0.43053215   -0.422302229  -0.4222504154  -0.4218085177  -0.4196696695  -0.4148408859  -0.3944063802  -0.3897300649  -0.3883583826  -0.3778363252  -0.3755012515  -0.3440926132  -0.3408832177  -0.3040821997  -0.2837745375  -0.2745520932  -0.2244956791  -0.1710483049  -0.1330383779   0.4112139874   0.4788605994    1.606933879    1.617570877    1.802052939    1.810453538    1.881555144    1.883155226    1.988040763    1.993860022    2.112021644    2.124172352    2.243650046    2.259777257    2.372229401    2.388156123    2.485970588    2.492393975    2.503426958    2.503801455    2.529312976    2.534706209    2.539833772    2.541363913    2.556613761    2.560332767    2.564177582    2.569303557    2.577655468    2.580985329    2.596512658    2.598144464     2.60446324    2.622249689    2.629696248    2.632455126    2.655262873    2.684807682    2.688953535    2.716331401    2.743864047    2.795312697    2.959275529    3.063931799    3.081038848    3.089897764    3.101036018    3.130623119    3.138601898    3.145082317    3.155543768    3.160139485    3.176782757    3.177634652    3.183064708    3.198596948    3.201328152    3.206797965    3.217821307     3.21958858    3.234878087    3.251925617    3.262572918    3.265153617    3.265946101    3.266202167    3.279739461    3.304884267    3.305187457    3.310114199    3.311011539    3.313014153    3.314731612     3.33092098    3.331066116    3.334835426    3.342907126    3.343342434    3.365084617     3.41218392    3.447975636    3.470260541
 -0.5711035445  -0.5706890023  -0.5534662095   -0.551796865  -0.5262707008  -0.5226520872  -0.5074140106   -0.507117322  -0.4936491798  -0.4927063141   -0.492428332  -0.4869952235  -0.4738170026  -0.4717936929  -0.4557912187  -0.4527268473  -0.4494651077   -0.449078055  -0.4341176968   -0.431413771  -0.4237981579  -0.4230599042   -0.421893866  -0.4211772245   -0.414360651  -0.3936069364  -0.3892217842  -0.3877879218  -0.3770284136  -0.3740930631  -0.3454329118   -0.339885194  -0.3059738918  -0.2823543003  -0.2767343048  -0.2226653536  -0.1688406696  -0.1305485774   0.4083521681   0.4820592953    1.611895476    1.612377537    1.798597433    1.813764713    1.878290404    1.886303402    1.990828977    1.990980639    2.114783939    2.121323107     2.24632948     2.25698455    2.374977325    2.385236333    2.488975836    2.489238896    2.501166467    2.501590474    2.526901195    2.532183975    2.542247722    2.543763805    2.553803403    2.562856436    2.566552212    2.566780242     2.57739466    2.581051498    2.593551228     2.60069065    2.606799437     2.62597804      2.6282541    2.635530944    2.656823385    2.683959895    2.689804255    2.716632047    2.743595557     2.79549887    2.960639345    3.062761654    3.082973553    3.092042793    3.102169233    3.131850192    3.139570042    3.146541522    3.153439055    3.157757756    3.175986923    3.176233251    3.184104266    3.196836581    3.202478446    3.208173275    3.216538426    3.218124875    3.235742526    3.250581613    3.263723869    3.263803472    3.264439163    3.267537048    3.280497431    3.303433708    3.303679686    3.308972214    3.312119192    3.314193682    3.315755441     3.32939419    3.329533992     3.33545958    3.344247168    3.344696028    3.364160526    3.411354413    3.447195482    3.469503691
   -0.57120658  -0.5707970997  -0.5535566202  -0.5519006285  -0.5263423974  -0.5227177332  -0.5075115633  -0.5072233035  -0.4938158944  -0.4928992557  -0.4924725775  -0.4869533785  -0.4741908719  -0.4720920382   -0.455691754  -0.4532997914  -0.4498097935  -0.4493256327  -0.4352965043  -0.4323668729  -0.4254116601  -0.4243480459  -0.4223944045  -0.4215349417  -0.4139183973  -0.3928816432  -0.3886984021   -0.387221359  -0.3761313947  -0.3726307225  -0.3467433118  -0.3388868147  -0.3078652192  -0.2809390954  -0.2789215109   -0.220843369  -0.1666434946  -0.1280703234   0.4055130934   0.4852800007    1.606213737    1.617813351    1.795155159    1.817083572     1.87503643    1.889457189    1.987804678     1.99392273    2.117544053    2.118475532    2.249001799    2.254188118    2.377713615     2.38230874    2.486073938     2.49196775    2.498903545    2.499378891    2.524478367    2.529652628    2.544658826    2.546158699    2.550994532    2.564214134    2.565372062    2.568920508    2.573817179    2.584452287    2.590652841    2.603231283    2.609097032    2.626836915    2.629689909    2.638662222    2.658432777    2.683132526    2.690694168    2.716952051    2.743340107     2.79569816    2.961985268    3.061572103    3.084808546    3.094180272     3.10331065    3.133025631    3.140624293    3.148003688    3.151220488    3.155360557    3.174383187    3.175657506     3.18514721    3.195074937    3.203640273    3.209545867     3.21527964     3.21666091    3.236612729    3.249242477    3.262294129    3.262933239    3.265034256    3.268865908    3.281260929    3.301968704     3.30216581    3.307848262    3.313161219    3.315338148    3.316872648    3.327859193      3.3279959    3.336084457    3.345581566    3.346043493    3.363242665    3.410528395     3.44641688    3.468747234
 -0.5713084449  -0.5709044443   -0.553646076  -0.5520057926  -0.5264133339  -0.5227887595  -0.5076121912  -0.5073325907  -0.4939898059  -0.4930942641  -0.4925198857  -0.4869178037  -0.4745749695  -0.4723971212   -0.455613285  -0.4538664292  -0.4505676858  -0.4491839711  -0.4364834658  -0.4333992224  -0.4270475108   -0.425836961  -0.4232520423  -0.4211759949  -0.4135166986  -0.3922375963  -0.3881617848  -0.3866239472  -0.3751428658  -0.3711469528  -0.3480171988  -0.3378886048  -0.3097551886  -0.2811132516  -0.2795292832  -0.2190300868  -0.1644571897  -0.1256040765   0.4026968071   0.4885226351    1.600525964    1.623241039     1.79172686    1.820409488     1.87179391    1.892615992    1.984787765    1.996866472     2.11563025    2.120301434    2.251388616    2.251666428    2.379374086    2.380437615    2.482899952     2.49494558    2.496638346    2.497166694     2.52204364    2.527112695    2.547067247    2.548188911    2.548548354    2.561600719    2.567879912    2.570254608    2.571283511    2.587822717    2.587855747    2.605764097    2.611361216    2.625444004    2.633381032    2.641842145    2.660093303    2.682324758    2.691626619    2.717292049    2.743097512    2.795910529    2.963313117    3.060363393    3.086527747    3.096307309    3.104477481    3.134143963    3.141769842    3.148908209    3.149468393     3.15295099    3.172698647    3.175159457    3.186192721    3.193313373    3.204814157     3.21091544    3.214042624    3.215197586    3.237488241    3.247908803    3.260864546    3.261428216    3.266265392    3.270188418    3.282029773    3.300490794    3.300645767     3.30674135    3.314131908    3.316474132    3.318061982    3.326315983     3.32645199    3.336709873    3.346910228    3.347384745    3.362331333    3.409706131    3.445640072    3.467991398
 -0.5714091063  -0.5710109638  -0.5537345585   -0.552112278  -0.5264833445  -0.5228653161   -0.507716034  -0.5074451449  -0.4941715136  -0.4932908422  -0.4925693513  -0.4868895444  -0.4749677231  -0.4727111039  -0.4555555977  -0.4544267709  -0.4513490981  -0.4490393092  -0.4376733871  -0.4345086036  -0.4286880786  -0.4274584162  -0.4238433084  -0.4208202999  -0.4131565513  -0.3916717939  -0.3876135728  -0.3859744923  -0.3740777535  -0.3696562679  -0.3492460945  -0.3368910626  -0.3116426948  -0.2833090585  -0.2781252181   -0.217225868  -0.1622821672  -0.1231503018   0.3999033505   0.4917871149    1.594832463     1.62866032    1.788313278    1.823741834    1.868563533    1.895779221    1.981778879    1.999811305    2.112787884    2.123055532    2.248586699    2.254322791    2.376433103    2.383148669    2.479717765    2.494371049    2.494953862    2.497908562    2.519596184    2.524564626    2.545388113    2.549473121    2.550932548    2.558936293    2.566708713    2.570379988    2.573642299    2.585065297     2.59125994    2.608287038    2.613596668    2.624074693    2.637046551    2.645064057    2.661807338    2.681535843    2.692605453    2.717652799    2.742867597     2.79613594    2.964622714     3.05913577    3.088114924    3.098419863    3.105688372    3.135204293    3.143007328    3.146519024    3.150531363    3.150935138    3.170962859    3.174693059    3.187240023     3.19155313    3.206000596    3.212281689     3.21282223    3.213738581    3.238368606    3.246581157    3.259435319    3.259923944    3.267497002    3.271504235    3.282803802    3.299001211    3.299119673    3.305650613    3.315035302    3.317623443    3.319297207    3.324764614    3.324902356    3.337335628    3.348233079    3.348719706    3.361426833    3.408887883    3.444865296     3.46723641
 -0.5715085354  -0.5711165822   -0.553822065  -0.5522199874  -0.5265522967  -0.5229475131  -0.5078232458  -0.5075609132  -0.4943615136   -0.493488609  -0.4926201128   -0.486869641  -0.4753676607  -0.4730360152  -0.4555178346  -0.4549814178   -0.452151066  -0.4488915647  -0.4388623382  -0.4356865747  -0.4303284091  -0.4291383569  -0.4242594591  -0.4204720077  -0.4128370922  -0.3911705636  -0.3870552187  -0.3852684926  -0.3729539236  -0.3681679408    -0.35041883  -0.3358946633  -0.3135264938   -0.285508452  -0.2767272489  -0.2154310734  -0.1601188417  -0.1207094679   0.3971327626   0.4950733538    1.589133539    1.634070912     1.78491516    1.827079987    1.865345989    1.898946284     1.97877866    2.002756668    2.109949055    2.125805796    2.245783014    2.256970309    2.373486515    2.385846112    2.476528184    2.492101853    2.492740363    2.500855926    2.517135198    2.522008805    2.542593471    2.551876557    2.553311078    2.556218235    2.563181287    2.572872046    2.575998008    2.582384037    2.594663027    2.610798344    2.615807433    2.622728326    2.640680997    2.648321373    2.663577466    2.680765092    2.693635082    2.718035211    2.742650191    2.796374356     2.96591388    3.057889483    3.089555244    3.100512258    3.106962213    3.136210623    3.144066566    3.144332636    3.148103554    3.152403343    3.169177244    3.174244178    3.188288408    3.189795372    3.207200053    3.211605719    3.212295168    3.213644313    3.239253372    3.245260078    3.258006663    3.258420281    3.268729205    3.272812998    3.283582873    3.297500646     3.29758804    3.304575332    3.315882847    3.318794103    3.320558485    3.323205206    3.323347036    3.337961513    3.349550053    3.350048302    3.360529466    3.408073915    3.444092794      3.4664825
